open,high,low,close,volume,adj_high,adj_low,adj_close,adj_open,adj_volume,split_factor,dividend,symbol,exchange,date
228.88,230.16,225.71,228.52,42071900.0,230.155,225.7103,228.52,228.88,42108327.0,1.0,0.0,AAPL,XNAS,2024-11-21T00:00:00+0000
228.06,229.93,225.89,229.0,35112500.0,229.93,225.89,229.0,228.06,35169566.0,1.0,0.0,AAPL,XNAS,2024-11-20T00:00:00+0000
226.795,230.16,226.66,228.28,34871882.0,230.16,226.66,228.28,226.98,36211774.0,1.0,0.0,AAPL,XNAS,2024-11-19T00:00:00+0000
225.2,229.74,225.18,228.02,44555294.0,229.74,225.17,228.02,225.25,44686020.0,1.0,0.0,AAPL,XNAS,2024-11-18T00:00:00+0000
226.4,226.92,224.27,225.0,47832200.0,226.92,224.27,225.0,226.4,47923696.0,1.0,0.0,AAPL,XNAS,2024-11-15T00:00:00+0000
225.02,228.87,225.0,228.22,44880200.0,228.87,225.0,228.22,225.02,44923941.0,1.0,0.0,AAPL,XNAS,2024-11-14T00:00:00+0000
224.01,226.65,222.76,225.12,48528500.0,226.65,222.76,225.12,224.01,48566217.0,1.0,0.0,AAPL,XNAS,2024-11-13T00:00:00+0000
224.55,225.59,223.36,224.23,40375300.0,225.59,223.355,224.23,224.55,40398299.0,1.0,0.0,AAPL,XNAS,2024-11-12T00:00:00+0000
225.0,225.7,221.5,224.23,41949000.0,225.7,221.5,224.23,225.0,42005602.0,1.0,0.0,AAPL,XNAS,2024-11-11T00:00:00+0000
227.17,228.66,226.41,226.96,38308700.0,228.66,226.405,226.96,227.17,38328824.0,1.0,0.25,AAPL,XNAS,2024-11-08T00:00:00+0000
224.63,227.88,224.57,227.48,42083800.0,227.875,224.57,227.23,224.625,42137691.0,1.0,0.0,AAPL,XNAS,2024-11-07T00:00:00+0000
222.61,226.07,221.19,222.72,54495200.0,226.065,221.19,222.72,222.61,54561121.0,1.0,0.0,AAPL,XNAS,2024-11-06T00:00:00+0000
221.795,223.945,221.795,223.45,27890524.0,223.95,221.14,223.45,221.795,28111338.0,1.0,0.0,AAPL,XNAS,2024-11-05T00:00:00+0000
220.99,222.79,219.71,222.01,44903300.0,222.79,219.71,222.01,220.99,44944468.0,1.0,0.0,AAPL,XNAS,2024-11-04T00:00:00+0000
220.97,225.35,220.27,222.91,65242200.0,225.35,220.27,222.91,220.965,65276741.0,1.0,0.0,AAPL,XNAS,2024-11-01T00:00:00+0000
229.34,229.83,225.37,225.91,63960700.0,229.83,225.37,225.91,229.34,64370086.0,1.0,0.0,AAPL,XNAS,2024-10-31T00:00:00+0000
232.62,233.47,229.56,230.1,45894362.0,233.47,229.55,230.1,232.61,47070907.0,1.0,0.0,AAPL,XNAS,2024-10-30T00:00:00+0000
233.195,234.32,232.32,233.67,30768254.0,234.325,232.32,233.67,233.1,35417247.0,1.0,0.0,AAPL,XNAS,2024-10-29T00:00:00+0000
233.315,234.73,232.55,233.4,34733733.0,234.73,232.55,233.4,233.32,36087134.0,1.0,0.0,AAPL,XNAS,2024-10-28T00:00:00+0000
229.74,233.22,229.57,231.41,38776700.0,233.22,229.57,231.41,229.74,38802304.0,1.0,0.0,AAPL,XNAS,2024-10-25T00:00:00+0000
229.98,230.82,228.41,230.57,31071100.0,230.82,228.41,230.57,229.98,31109503.0,1.0,0.0,AAPL,XNAS,2024-10-24T00:00:00+0000
234.32,235.144,227.76,230.76,50657958.0,235.144,227.76,230.76,234.08,52286979.0,1.0,0.0,AAPL,XNAS,2024-10-23T00:00:00+0000
233.83,236.19,232.61,235.86,34958938.0,236.22,232.6,235.86,233.885,38846578.0,1.0,0.0,AAPL,XNAS,2024-10-22T00:00:00+0000
234.45,236.85,234.45,236.48,35059099.0,236.85,234.45,236.48,234.45,36254470.0,1.0,0.0,AAPL,XNAS,2024-10-21T00:00:00+0000
236.18,236.18,234.01,235.0,46416300.0,236.18,234.01,235.0,236.18,46431472.0,1.0,0.0,AAPL,XNAS,2024-10-18T00:00:00+0000
233.43,233.85,230.52,232.15,32978900.0,233.85,230.52,232.15,233.43,32993810.0,1.0,0.0,AAPL,XNAS,2024-10-17T00:00:00+0000
231.62,232.12,229.85,231.78,32657566.0,232.12,229.84,231.78,231.6,34082240.0,1.0,0.0,AAPL,XNAS,2024-10-16T00:00:00+0000
233.59,237.49,232.37,233.85,61901688.0,237.49,232.37,233.85,233.61,64751367.0,1.0,0.0,AAPL,XNAS,2024-10-15T00:00:00+0000
228.7,231.7278,228.6,231.3,32607921.0,231.73,228.6,231.3,228.7,39882085.0,1.0,0.0,AAPL,XNAS,2024-10-14T00:00:00+0000
229.3,229.41,227.34,227.55,31668000.0,229.41,227.34,227.55,229.3,31759188.0,1.0,0.0,AAPL,XNAS,2024-10-11T00:00:00+0000
227.78,229.5,227.17,229.04,27959432.0,229.5,227.17,229.04,227.78,28183544.0,1.0,0.0,AAPL,XNAS,2024-10-10T00:00:00+0000
225.17,229.75,224.83,229.54,32108383.0,229.75,224.83,229.54,225.23,33591091.0,1.0,0.0,AAPL,XNAS,2024-10-09T00:00:00+0000
224.31,225.975,223.25,225.77,31112547.0,225.98,223.25,225.77,224.3,31855693.0,1.0,0.0,AAPL,XNAS,2024-10-08T00:00:00+0000
224.46,225.69,221.335,221.69,38944409.0,225.69,221.33,221.69,224.5,39505354.0,1.0,0.0,AAPL,XNAS,2024-10-07T00:00:00+0000
210.31,214.02,209.65,213.44,32214828.0,214.02,209.65,213.44,210.31,32214828.0,1.0,0.0,AMZN,XNAS,2024-12-03T00:00:00+0000
209.96,212.99,209.5101,210.71,39523185.0,212.99,209.5101,210.71,209.96,39523185.0,1.0,0.0,AMZN,XNAS,2024-12-02T00:00:00+0000
205.83,208.2,204.59,207.89,24892447.0,208.2,204.59,207.89,205.83,24892447.0,1.0,0.0,AMZN,XNAS,2024-11-29T00:00:00+0000
206.98,207.64,205.05,205.74,28061638.0,207.64,205.05,205.74,206.98,28061638.0,1.0,0.0,AMZN,XNAS,2024-11-27T00:00:00+0000
201.9,208.0,201.79,207.86,41673737.0,208.0,201.79,207.86,201.9,41673737.0,1.0,0.0,AMZN,XNAS,2024-11-26T00:00:00+0000
199.28,201.9499,199.0,201.45,40685672.0,201.9499,199.0,201.45,199.28,40685672.0,1.0,0.0,AMZN,XNAS,2024-11-25T00:00:00+0000
198.25,199.2599,196.75,197.12,31530844.0,199.2599,196.75,197.12,198.25,31530844.0,1.0,0.0,AMZN,XNAS,2024-11-22T00:00:00+0000
203.49,203.49,195.75,198.38,58800042.0,203.49,195.75,198.38,203.49,58800042.0,1.0,0.0,AMZN,XNAS,2024-11-21T00:00:00+0000
202.98,203.13,199.45,202.88,32768989.0,203.13,199.45,202.88,202.98,32768989.0,1.0,0.0,AMZN,XNAS,2024-11-20T00:00:00+0000
199.33,205.3,198.78,204.61,31197867.0,205.3,198.78,204.61,199.33,31197867.0,1.0,0.0,AMZN,XNAS,2024-11-19T00:00:00+0000
204.15,204.67,200.95,201.7,36512465.0,204.67,200.95,201.7,204.15,36512465.0,1.0,0.0,AMZN,XNAS,2024-11-18T00:00:00+0000
206.76,207.34,199.61,202.61,86591144.0,207.34,199.61,202.61,206.76,86591144.0,1.0,0.0,AMZN,XNAS,2024-11-15T00:00:00+0000
214.16,215.9,210.88,211.48,42620309.0,215.9,210.88,211.48,214.16,42620309.0,1.0,0.0,AMZN,XNAS,2024-11-14T00:00:00+0000
209.4,215.09,209.14,214.1,46212943.0,215.09,209.14,214.1,209.4,46212943.0,1.0,0.0,AMZN,XNAS,2024-11-13T00:00:00+0000
208.37,209.54,206.01,208.91,38942918.0,209.54,206.01,208.91,208.37,38942918.0,1.0,0.0,AMZN,XNAS,2024-11-12T00:00:00+0000
208.5,209.65,205.59,206.84,35456012.0,209.65,205.59,206.84,208.5,35456012.0,1.0,0.0,AMZN,XNAS,2024-11-11T00:00:00+0000
209.72,209.9633,207.44,208.18,36075846.0,209.9633,207.44,208.18,209.72,36075846.0,1.0,0.0,AMZN,XNAS,2024-11-08T00:00:00+0000
207.44,212.25,207.19,210.05,52858424.0,212.25,207.19,210.05,207.44,52878383.0,1.0,0.0,AMZN,XNAS,2024-11-07T00:00:00+0000
200.01,207.55,199.14,207.09,72264762.0,207.55,199.14,207.09,200.01,72292167.0,1.0,0.0,AMZN,XNAS,2024-11-06T00:00:00+0000
196.04,199.82,195.99,199.5,30515026.0,199.82,195.99,199.5,196.04,30564784.0,1.0,0.0,AMZN,XNAS,2024-11-05T00:00:00+0000
196.45,197.33,194.3101,195.78,38479697.0,197.33,194.3101,195.78,196.45,38492062.0,1.0,0.0,AMZN,XNAS,2024-11-04T00:00:00+0000
199.0,200.5,197.02,197.93,99687847.0,200.5,197.02,197.93,199.0,99687847.0,1.0,0.0,AMZN,XNAS,2024-11-01T00:00:00+0000
190.51,190.6,185.23,186.4,75146759.0,190.6,185.23,186.4,190.51,75146759.0,1.0,0.0,AMZN,XNAS,2024-10-31T00:00:00+0000
194.695,195.61,192.42,192.73,37707550.0,195.61,192.42,192.73,194.695,37707550.0,1.0,0.0,AMZN,XNAS,2024-10-30T00:00:00+0000
188.58,191.4599,187.815,190.83,35690158.0,191.4599,187.815,190.83,188.58,35690158.0,1.0,0.0,AMZN,XNAS,2024-10-29T00:00:00+0000
189.565,190.21,188.21,188.39,27930836.0,190.21,188.21,188.39,189.565,27930836.0,1.0,0.0,AMZN,XNAS,2024-10-28T00:00:00+0000
187.85,190.45,187.53,187.83,29362060.0,190.45,187.53,187.83,187.85,29362060.0,1.0,0.0,AMZN,XNAS,2024-10-25T00:00:00+0000
185.25,187.11,183.86,186.38,21647395.0,187.11,183.86,186.38,185.25,21647395.0,1.0,0.0,AMZN,XNAS,2024-10-24T00:00:00+0000
188.85,189.16,183.69,184.71,31937089.0,189.16,183.69,184.71,188.85,31937089.0,1.0,0.0,AMZN,XNAS,2024-10-23T00:00:00+0000
188.35,191.5201,186.975,189.7,29650593.0,191.5201,186.975,189.7,188.35,29650593.0,1.0,0.0,AMZN,XNAS,2024-10-22T00:00:00+0000
188.05,189.46,186.4,189.07,24639393.0,189.46,186.4,189.07,188.05,24639393.0,1.0,0.0,AMZN,XNAS,2024-10-21T00:00:00+0000
187.15,190.74,186.28,188.99,37417670.0,190.74,186.28,188.99,187.15,37417670.0,1.0,0.0,AMZN,XNAS,2024-10-18T00:00:00+0000
188.22,188.94,186.0,187.53,25039414.0,188.94,186.0,187.53,188.22,25039414.0,1.0,0.0,AMZN,XNAS,2024-10-17T00:00:00+0000
187.05,187.78,185.61,186.89,23456812.0,187.78,185.61,186.89,187.05,23456812.0,1.0,0.0,AMZN,XNAS,2024-10-16T00:00:00+0000
187.63,188.41,184.58,187.69,32178925.0,188.41,184.58,187.69,187.63,32178925.0,1.0,0.0,AMZN,XNAS,2024-10-15T00:00:00+0000
189.83,189.83,187.36,187.54,22614407.0,189.83,187.36,187.54,189.78,22614407.0,1.0,0.0,AMZN,XNAS,2024-10-14T00:00:00+0000
186.63,189.9284,186.3,188.82,25751557.0,189.9284,186.3,188.82,186.63,25751557.0,1.0,0.0,AMZN,XNAS,2024-10-11T00:00:00+0000
187.13,188.134,185.83,186.65,27785043.0,188.134,185.83,186.65,187.13,27785043.0,1.0,0.0,AMZN,XNAS,2024-10-10T00:00:00+0000
182.82,185.845,182.05,185.17,26343117.0,185.845,182.05,185.17,182.82,26343117.0,1.0,0.0,AMZN,XNAS,2024-10-09T00:00:00+0000
181.915,183.09,180.92,182.72,26372086.0,183.09,180.92,182.72,181.915,26372086.0,1.0,0.0,AMZN,XNAS,2024-10-08T00:00:00+0000
182.95,183.6,180.25,180.8,42326598.0,183.6,180.25,180.8,182.95,42364201.0,1.0,0.0,AMZN,XNAS,2024-10-07T00:00:00+0000
303.84,304.965,301.14,302.11,2126691.0,304.99,301.14,302.11,303.84,2128671.0,1.0,0.0,AXP,XNYS,2024-12-03T00:00:00+0000
306.21,306.71,299.91,302.26,2136718.0,306.85,299.91,302.26,306.21,2167054.0,1.0,0.0,AXP,XNYS,2024-12-02T00:00:00+0000
307.25,307.79,304.67,304.68,1326600.0,307.79,304.67,304.68,307.25,1326646.0,1.0,0.0,AXP,XNYS,2024-11-29T00:00:00+0000
307.0,307.82,302.7901,304.25,1697344.0,307.82,302.7901,304.25,307.0,1697344.0,1.0,0.0,AXP,XNYS,2024-11-27T00:00:00+0000
305.61,306.97,302.0,305.57,2130500.0,306.97,302.0,305.57,305.61,2130705.0,1.0,0.0,AXP,XNYS,2024-11-26T00:00:00+0000
303.05,305.8,302.5,305.21,3476200.0,305.8,302.5001,305.21,303.05,3478440.0,1.0,0.0,AXP,XNYS,2024-11-25T00:00:00+0000
293.4,301.92,292.51,301.3,3787900.0,301.92,292.51,301.3,293.4,3788898.0,1.0,0.0,AXP,XNYS,2024-11-22T00:00:00+0000
289.82,294.07,287.53,293.0,2410300.0,294.07,287.53,293.0,289.82,2410469.0,1.0,0.0,AXP,XNYS,2024-11-21T00:00:00+0000
286.15,288.33,285.09,287.71,2387400.0,288.33,285.09,287.71,286.15,2387656.0,1.0,0.0,AXP,XNYS,2024-11-20T00:00:00+0000
281.89,286.6199,281.31,285.55,1344651.0,286.6199,281.31,285.55,281.89,2512936.0,1.0,0.0,AXP,XNYS,2024-11-19T00:00:00+0000
286.94,287.52,283.61,285.54,1412359.0,287.52,283.61,285.54,286.94,2074634.0,1.0,0.0,AXP,XNYS,2024-11-18T00:00:00+0000
288.0,290.55,285.49,286.87,2614400.0,290.55,285.49,286.87,288.0,2614568.0,1.0,0.0,AXP,XNYS,2024-11-15T00:00:00+0000
288.34,290.56,287.36,288.3,2979400.0,290.555,287.355,288.3,288.34,2979782.0,1.0,0.0,AXP,XNYS,2024-11-14T00:00:00+0000
287.92,290.61,287.44,287.64,2117600.0,290.61,287.435,287.64,287.92,2118132.0,1.0,0.0,AXP,XNYS,2024-11-13T00:00:00+0000
292.0,293.55,287.58,288.51,2251400.0,293.55,287.58,288.51,292.0,2251660.0,1.0,0.0,AXP,XNYS,2024-11-12T00:00:00+0000
290.49,294.18,290.43,292.97,2299530.0,294.18,290.43,292.97,290.49,2299530.0,1.0,0.0,AXP,XNYS,2024-11-11T00:00:00+0000
286.68,290.1,285.95,287.6,1813200.0,290.1002,285.945,287.6,286.68,1814377.0,1.0,0.0,AXP,XNYS,2024-11-08T00:00:00+0000
292.32,293.035,284.6474,286.82,3843355.0,293.035,284.6474,286.82,292.32,3877331.0,1.0,0.0,AXP,XNYS,2024-11-07T00:00:00+0000
288.0,296.825,286.81,295.16,4662089.0,296.83,286.81,295.16,288.0,5380812.0,1.0,0.0,AXP,XNYS,2024-11-06T00:00:00+0000
271.72,276.18,271.1935,275.94,1856314.0,276.18,271.1935,275.94,271.72,1859581.0,1.0,0.0,AXP,XNYS,2024-11-05T00:00:00+0000
272.33,272.815,269.7349,270.19,1942760.0,272.82,269.71,270.19,272.33,1944015.0,1.0,0.0,AXP,XNYS,2024-11-04T00:00:00+0000
272.3,274.75,270.95,272.69,2508300.0,274.7453,270.95,272.69,272.3,2508471.0,1.0,0.0,AXP,XNYS,2024-11-01T00:00:00+0000
273.7,274.08,268.64,270.08,2314200.0,274.08,268.64,270.08,273.7,2315384.0,1.0,0.0,AXP,XNYS,2024-10-31T00:00:00+0000
271.0,275.07,270.27,274.08,2149791.0,275.07,270.27,274.08,271.0,2152864.0,1.0,0.0,AXP,XNYS,2024-10-30T00:00:00+0000
270.3,271.765,269.5801,270.43,1308362.0,271.8,269.5801,270.43,270.3,1748966.0,1.0,0.0,AXP,XNYS,2024-10-29T00:00:00+0000
269.24,271.97,267.68,271.47,2336400.0,271.97,267.675,271.47,269.24,2336884.0,1.0,0.0,AXP,XNYS,2024-10-28T00:00:00+0000
271.65,273.17,266.35,267.35,2991700.0,273.17,266.345,267.35,271.65,2993298.0,1.0,0.0,AXP,XNYS,2024-10-25T00:00:00+0000
270.23,271.23,268.71,269.98,3489600.0,271.23,268.71,269.98,270.23,3490640.0,1.0,0.0,AXP,XNYS,2024-10-24T00:00:00+0000
272.0,273.35,268.96,271.23,2049900.0,273.35,268.96,271.23,272.0,2051063.0,1.0,0.0,AXP,XNYS,2024-10-23T00:00:00+0000
270.62,272.82,268.58,272.4,2046158.0,272.83,268.58,272.4,270.62,2595361.0,1.0,0.0,AXP,XNYS,2024-10-22T00:00:00+0000
275.0,276.36,269.53,270.74,4081800.0,276.3643,269.53,270.74,275.0,4092739.0,1.0,0.0,AXP,XNYS,2024-10-21T00:00:00+0000
276.8,279.2,269.05,276.79,7877200.0,279.2,269.05,276.79,276.8,7884358.0,1.0,0.0,AXP,XNYS,2024-10-18T00:00:00+0000
284.0,286.36,282.4818,285.78,3571930.0,286.36,282.4818,285.78,284.0,3571930.0,1.0,0.0,AXP,XNYS,2024-10-17T00:00:00+0000
278.88,281.87,277.69,281.68,2242400.0,281.87,277.69,281.68,278.88,2243627.0,1.0,0.0,AXP,XNYS,2024-10-16T00:00:00+0000
280.57,281.42,276.9,277.31,2264560.0,281.42,276.9,277.31,280.57,2264560.0,1.0,0.0,AXP,XNYS,2024-10-15T00:00:00+0000
276.16,277.7,275.1101,276.52,1398955.0,277.7,275.1101,276.52,276.16,1398955.0,1.0,0.0,AXP,XNYS,2024-10-14T00:00:00+0000
271.38,277.11,271.0,276.16,1723286.0,277.11,271.0,276.16,271.38,1723286.0,1.0,0.0,AXP,XNYS,2024-10-11T00:00:00+0000
270.93,272.9,269.88,270.47,2052500.0,272.9,269.88,270.47,270.93,2052769.0,1.0,0.0,AXP,XNYS,2024-10-10T00:00:00+0000
268.81,271.59,268.42,271.42,2086700.0,271.59,268.415,271.42,268.81,2086991.0,1.0,0.0,AXP,XNYS,2024-10-09T00:00:00+0000
271.25,272.5,266.16,269.11,3332500.0,272.5,266.16,269.11,271.25,3332787.0,1.0,0.0,AXP,XNYS,2024-10-08T00:00:00+0000
274.35,276.31,271.55,273.79,3286600.0,276.31,271.55,273.79,274.35,3287461.0,1.0,0.0,AXP,XNYS,2024-10-07T00:00:00+0000
156.0,156.6486,154.42,155.0,6130313.0,156.6486,154.42,155.0,156.0,6130313.0,1.0,0.0,BA,XNYS,2024-12-03T00:00:00+0000
155.91,160.35,155.7,156.54,10097911.0,160.35,155.7,156.54,155.91,10097911.0,1.0,0.0,BA,XNYS,2024-12-02T00:00:00+0000
153.0,157.5025,152.85,155.44,7100090.0,157.5,152.85,155.44,153.0,7100090.0,1.0,0.0,BA,XNYS,2024-11-29T00:00:00+0000
151.11,152.91,150.25,152.4,5210147.0,152.91,150.25,152.4,151.11,5210147.0,1.0,0.0,BA,XNYS,2024-11-27T00:00:00+0000
152.5,153.1398,149.8,150.76,8234985.0,153.1398,149.8,150.76,152.5,8234985.0,1.0,0.0,BA,XNYS,2024-11-26T00:00:00+0000
150.7,153.28,150.26,153.1,11479406.0,153.28,150.26,153.1,150.7,11479406.0,1.0,0.0,BA,XNYS,2024-11-25T00:00:00+0000
143.61,150.339,143.49,149.29,13353083.0,150.339,143.49,149.29,143.61,13353083.0,1.0,0.0,BA,XNYS,2024-11-22T00:00:00+0000
146.39,146.42,141.34,143.41,7845135.0,146.42,141.34,143.41,146.39,7845135.0,1.0,0.0,BA,XNYS,2024-11-21T00:00:00+0000
146.04,147.3,145.0201,146.08,9232114.0,147.3,145.0201,146.08,146.04,9232114.0,1.0,0.0,BA,XNYS,2024-11-20T00:00:00+0000
143.0,145.99,142.6901,145.6,8247289.0,145.99,142.6901,145.6,143.0,8247289.0,1.0,0.0,BA,XNYS,2024-11-19T00:00:00+0000
140.255,144.69,138.2,143.87,12259932.0,144.69,138.2,143.87,140.255,12259932.0,1.0,0.0,BA,XNYS,2024-11-18T00:00:00+0000
138.14,140.3247,137.03,140.19,12120095.0,140.3247,137.03,140.19,138.14,12120095.0,1.0,0.0,BA,XNYS,2024-11-15T00:00:00+0000
140.8,141.55,137.22,138.14,15646710.0,141.55,137.22,138.14,140.8,15646710.0,1.0,0.0,BA,XNYS,2024-11-14T00:00:00+0000
145.58,145.58,139.1,139.97,21249600.0,145.58,139.1,139.97,145.58,21249600.0,1.0,0.0,BA,XNYS,2024-11-13T00:00:00+0000
148.4,148.5,143.85,145.17,16746650.0,148.5,143.85,145.17,148.4,16746650.0,1.0,0.0,BA,XNYS,2024-11-12T00:00:00+0000
152.0,152.5,148.07,148.96,12799077.0,152.5,148.07,148.96,152.0,12799077.0,1.0,0.0,BA,XNYS,2024-11-11T00:00:00+0000
151.12,152.6,149.43,151.68,12996805.0,152.6,149.43,151.68,151.12,12996805.0,1.0,0.0,BA,XNYS,2024-11-08T00:00:00+0000
148.8,152.8,148.03,150.98,14709235.0,152.8,148.03,150.98,148.8,14709235.0,1.0,0.0,BA,XNYS,2024-11-07T00:00:00+0000
152.3,153.2,144.13,147.16,28069287.0,153.2,144.13,147.16,152.3,28069287.0,1.0,0.0,BA,XNYS,2024-11-06T00:00:00+0000
157.47,157.66,150.65,151.0,23126635.0,157.66,150.65,151.0,157.47,23126635.0,1.0,0.0,BA,XNYS,2024-11-05T00:00:00+0000
154.62,156.72,152.46,155.07,10290387.0,156.72,152.46,155.07,154.62,10290387.0,1.0,0.0,BA,XNYS,2024-11-04T00:00:00+0000
152.78,156.0,151.23,154.59,18894509.0,156.0,151.23,154.59,152.78,18894509.0,1.0,0.0,BA,XNYS,2024-11-01T00:00:00+0000
154.31,154.48,147.88,149.31,29388204.0,154.48,147.88,149.31,154.31,29388204.0,1.0,0.0,BA,XNYS,2024-10-31T00:00:00+0000
152.51,156.91,152.51,154.29,50738362.0,156.91,152.51,154.29,152.51,50738362.0,1.0,0.0,BA,XNYS,2024-10-30T00:00:00+0000
147.86,155.99,147.58,152.98,66387677.0,155.99,147.58,152.98,147.86,66387677.0,1.0,0.0,BA,XNYS,2024-10-29T00:00:00+0000
153.5,155.2,150.61,150.69,20992479.0,155.2,150.61,150.69,153.5,20992479.0,1.0,0.0,BA,XNYS,2024-10-28T00:00:00+0000
156.2,157.48,154.5202,155.01,8152969.0,157.48,154.5202,155.01,156.2,8152969.0,1.0,0.0,BA,XNYS,2024-10-25T00:00:00+0000
152.61,155.89,151.98,155.2,9774355.0,155.89,151.98,155.2,152.61,9774355.0,1.0,0.0,BA,XNYS,2024-10-24T00:00:00+0000
160.0,161.4725,153.53,157.06,15931493.0,161.4725,153.53,157.06,160.0,15931493.0,1.0,0.0,BA,XNYS,2024-10-23T00:00:00+0000
160.5,160.66,158.37,159.88,7380826.0,160.66,158.37,159.88,160.5,7380826.0,1.0,0.0,BA,XNYS,2024-10-22T00:00:00+0000
160.25,163.44,158.36,159.82,13277553.0,163.44,158.36,159.82,160.25,13277553.0,1.0,0.0,BA,XNYS,2024-10-21T00:00:00+0000
155.84,156.37,153.9,155.0,6023168.0,156.37,153.9,155.0,155.84,6030173.0,1.0,0.0,BA,XNYS,2024-10-18T00:00:00+0000
155.0,157.14,154.25,155.31,6291759.0,157.14,154.25,155.31,155.0,6291759.0,1.0,0.0,BA,XNYS,2024-10-17T00:00:00+0000
151.91,154.99,151.34,154.9,8356210.0,154.99,151.34,154.9,151.91,8356210.0,1.0,0.0,BA,XNYS,2024-10-16T00:00:00+0000
150.5,153.95,148.55,152.35,11241668.0,153.95,148.55,152.35,150.5,11241668.0,1.0,0.0,BA,XNYS,2024-10-15T00:00:00+0000
148.0,150.09,146.02,148.99,9736998.0,150.09,146.02,148.99,148.0,9736998.0,1.0,0.0,BA,XNYS,2024-10-14T00:00:00+0000
146.3,151.12,146.3,151.02,10688553.0,151.12,146.3,151.02,146.3,10688553.0,1.0,0.0,BA,XNYS,2024-10-11T00:00:00+0000
149.07,149.11,146.26,146.62,11275836.0,149.11,146.26,146.62,149.07,11275836.0,1.0,0.0,BA,XNYS,2024-10-10T00:00:00+0000
152.05,152.19,148.8,149.37,12484088.0,152.19,148.8,149.37,152.05,12488480.0,1.0,0.0,BA,XNYS,2024-10-09T00:00:00+0000
155.99,156.7,154.14,154.65,5334936.0,156.7,154.14,154.65,155.99,5336289.0,1.0,0.0,BA,XNYS,2024-10-08T00:00:00+0000
155.0,158.7599,154.68,155.91,6267890.0,158.7599,154.68,155.91,155.0,6267890.0,1.0,0.0,BA,XNYS,2024-10-07T00:00:00+0000
59.43,59.525,59.165,59.48,11746006.0,59.525,59.165,59.48,59.43,11746006.0,1.0,0.0,CSCO,XNAS,2024-12-03T00:00:00+0000
59.25,59.7,59.14,59.43,15977739.0,59.7,59.14,59.43,59.25,15977739.0,1.0,0.0,CSCO,XNAS,2024-12-02T00:00:00+0000
59.07,59.59,59.04,59.21,11618360.0,59.59,59.04,59.21,59.07,11618360.0,1.0,0.0,CSCO,XNAS,2024-11-29T00:00:00+0000
59.61,59.87,58.93,59.29,12703322.0,59.87,58.93,59.29,59.61,12703322.0,1.0,0.0,CSCO,XNAS,2024-11-27T00:00:00+0000
59.0,59.64,58.94,59.59,14209693.0,59.64,58.94,59.59,59.0,14209693.0,1.0,0.0,CSCO,XNAS,2024-11-26T00:00:00+0000
58.65,58.96,58.26,58.74,52408187.0,58.96,58.26,58.74,58.65,52408187.0,1.0,0.0,CSCO,XNAS,2024-11-25T00:00:00+0000
57.59,58.7,57.455,58.55,14952324.0,58.7,57.455,58.55,57.59,14952324.0,1.0,0.0,CSCO,XNAS,2024-11-22T00:00:00+0000
57.29,57.93,57.1,57.56,16162444.0,57.93,57.1,57.56,57.29,16162444.0,1.0,0.0,CSCO,XNAS,2024-11-21T00:00:00+0000
56.84,57.5,56.61,57.5,15344952.0,57.5,56.61,57.5,56.84,15344952.0,1.0,0.0,CSCO,XNAS,2024-11-20T00:00:00+0000
56.68,57.04,56.35,57.01,17476186.0,57.04,56.35,57.01,56.68,17476186.0,1.0,0.0,CSCO,XNAS,2024-11-19T00:00:00+0000
57.55,57.99,57.23,57.31,23770462.0,57.99,57.23,57.31,57.55,23770462.0,1.0,0.0,CSCO,XNAS,2024-11-18T00:00:00+0000
57.45,58.1,57.23,57.46,28173705.0,58.1,57.23,57.46,57.45,28173705.0,1.0,0.0,CSCO,XNAS,2024-11-15T00:00:00+0000
58.99,58.99,57.52,57.92,33747654.0,58.99,57.52,57.92,58.99,33747654.0,1.0,0.0,CSCO,XNAS,2024-11-14T00:00:00+0000
58.15,59.28,57.84,59.18,36350607.0,59.28,57.84,59.18,58.15,36350607.0,1.0,0.0,CSCO,XNAS,2024-11-13T00:00:00+0000
58.76,59.035,58.43,58.71,16609357.0,59.035,58.43,58.71,58.76,16609357.0,1.0,0.0,CSCO,XNAS,2024-11-12T00:00:00+0000
59.0,59.38,58.36,58.63,17826977.0,59.38,58.36,58.63,59.0,17826977.0,1.0,0.0,CSCO,XNAS,2024-11-11T00:00:00+0000
58.09,58.1999,57.655,58.06,17517686.0,58.1999,57.655,58.06,58.09,17517686.0,1.0,0.0,CSCO,XNAS,2024-11-08T00:00:00+0000
57.8,58.3,57.54,58.08,17880234.0,58.3,57.54,58.08,57.8,17880234.0,1.0,0.0,CSCO,XNAS,2024-11-07T00:00:00+0000
57.189,58.085,56.955,57.87,20506037.0,58.085,56.955,57.87,57.189,20506037.0,1.0,0.0,CSCO,XNAS,2024-11-06T00:00:00+0000
55.9,56.27,55.5,56.16,10183605.0,56.27,55.5,56.16,55.9,10183605.0,1.0,0.0,CSCO,XNAS,2024-11-05T00:00:00+0000
55.45,55.91,55.12,55.83,13269890.0,55.91,55.12,55.83,55.45,13269890.0,1.0,0.0,CSCO,XNAS,2024-11-04T00:00:00+0000
