symbol,avg_percent_change,volatility,last_closing_price,avg_dividend,score
AAPL,0.29294144819196094,0.794383021333559,243.5336,0.005952380952380952,0.368765998674279
CSCO,0.2731905446070322,0.894143051953369,59.815,0.0,0.3055333752358896
NFLX,0.3692600216332034,1.5893920711164884,914.44,0.0,0.23232783675195512
CRM,0.2256506737809632,1.4588455726284626,361.42,0.0,0.15467756013023298
PG,0.1179256302151973,0.884269161997141,174.54,0.024047619047619047,0.13335942864824066
